Site,Name,Lat,Lon,Start,End,Years,%,AWS
12254,NORTH HOWICK,-33.65,122.75,Mar-71,Nov-74,2.4,64,N
12255,WITTENOOM HILLS,-33.5656,122.2714,Jan-66,Dec-10,40.3,89,N
12256,WOOLING,-29.7333,119.6,Jan-29,Jan-33,4.1,100,N
12257,MULGAROON,-28.2,120.4,Apr-51,Apr-54,1.1,35,N
12258,ORABANDA 42M,-30.35,121.05,Jan 1895,Dec 1899,5,100,N
12259,CREDO,-30.4653,120.8283,Apr-11,Jan-24,12.3,96,N
12260,CASCADES CREEK STATION,-33.5222,121.0786,Jan-69,Jan-04,34.9,99,N
12261,OLDFIELD LOC 1020 COMP.,-33.6022,120.885,Jan-65,Dec-06,41.1,98,N
12262,OLDFIELD LOC 1137 COMP.,-33.4539,120.7656,Jan-69,Dec-13,44.6,99,N
12263,WINDARRA,-28.49,122.2375,Oct-71,Sep-94,20,87,N
12264,ESPERANCE LOC.350,-33.55,124.6833,Jan-70,Nov-74,2.3,47,N
12265,CIRCLE VALLEY,-33.0603,121.7983,Jan-54,Dec-17,62.9,98,N
12267,SHAMBA,-33.5425,121.2014,Apr-72,Oct-19,33.1,69,N
12268,THE CAMP,-33.45,121.5833,Apr-72,Dec-73,1.8,100,N
12269,WARWICK,-32.8283,121.7419,Jan-39,Sep-97,57.4,98,N
12270,CHALORA,-33.2617,121.3767,May-72,Nov-83,11.2,96,N
12271,GLADIATOR G.M.,-28.1167,122.3333,Jan 1897,Jul-00,3.4,95,N
12272,MINARA DINGO O.S.,-28.8789,121.5969,Jun-73,Nov-96,23.3,99,N
12273,MINARA KAURI BORE,-28.7083,121.6908,Jun-73,Nov-96,23.3,99,N
12274,AVOCA DOWNS,-30.95,122.3167,Aug-73,Aug-74,1.1,100,N
12277,DEPOT SPRINGS LANGFORD,-27.8417,120.22,Dec-73,Sep-80,6.8,100,N
12279,MIDDLE IRON CAP,-32.5811,119.7411,Mar-74,Dec-99,22.1,85,N
12280,BANJAWARN,-27.7036,121.6131,Apr-75,Nov-23,40.1,82,N
12281,MUNGLINUP MELALEUCA,-33.5969,120.7578,Apr-75,Aug-13,38.3,99,N
12282,MOUNT BURGES,-30.8544,121.115,Jul-79,Feb-93,13.7,100,N
12283,TARMOOLA,-28.7175,121.1506,May-80,Mar-16,29.4,82,N
12284,HOLLETON,-31.9197,119.2575,Aug-80,Jun-09,28.6,99,N
12285,BANDYA NORTH,-27.5489,121.8286,Nov-80,Jun-15,26.6,77,N
12286,CATABY CASCADES,-33.2722,121.0867,Jul-79,Apr-89,8.3,84,N
12289,TALGOMINE DNS,-31.2,118.5833,May-13,Oct-47,34.5,100,N
12290,RPF 56 MILE,-30.6,118.55,Oct-05,Dec-37,31.4,97,N
12291,RIVER PLAINS,-33.4578,120.915,Feb-83,Dec-23,40.9,100,N
12292,WYLAND HEIGHTS,-33.6333,122.5833,Jun-78,Sep-81,3.3,100,N
12293,ROCKY PLAINS,-33.6211,122.6,Jan-82,Mar-15,32.5,98,N
12294,KARRAMANDE,-33.4133,121.1442,Apr-83,Feb-04,20.9,100,N
12295,COPPIN ROCK,-31.1003,118.6019,Jan-57,Jan-17,56.2,93,N
12296,EENUIN,-30.75,119,May-65,Nov-78,13.6,100,N
12297,BEAUMONT WEST,-33.4853,122.5867,Jan-82,Jan-24,42.1,100,N
12298,MULGARA,-31.7575,119.4522,Jan-84,Mar-22,38.2,100,N
12299,MUNGLINUP STATION,-33.5331,120.8681,Jan-80,Dec-06,26.4,98,N
12300,LEINSTER,-27.9172,120.7,May-85,Dec-11,22.3,84,N
12301,VALAIS BOREFIELD,-28.4717,122.025,Sep-87,Aug-94,4.8,69,N
12302,KALGOORLIE RFDS BASE,-30.7256,121.4653,Jan-88,Dec-95,7.9,99,N
12303,REOMMAR,-33.5908,121.0142,Apr-73,Oct-91,14.6,78,N
12304,MELROSE,-27.9283,121.3047,Jan-27,Dec-23,90.6,93,N
12305,LAVERTON AERO,-28.6133,122.4236,Jun-94,Jan-24,29.7,100,Y
12306,SPARKLE HILL,-33.5239,122.9469,Feb-92,Dec-23,31.9,100,N
12307,KOORINGA DOWNS,-33.6844,122.8728,Jan-92,Jan-01,9.1,100,N
12308,MOUNT RIDLEY,-33.3356,122.0697,Jan-92,Dec-23,31.9,100,N
12309,BANKINA,-33.2503,122.0306,Jan-92,Oct-95,3.8,98,N
12310,KUMARL EAST,-32.7561,121.7547,Jan-91,May-94,3.2,93,N
12311,HILL PLAINS,-33.4661,122.3973,Feb-92,Dec-23,30.9,97,N
12312,KATTA BAREGA,-33.5906,122.4519,Jan-63,Nov-23,60.8,100,N
12313,GEERANING,-30.6014,118.5228,May-93,Dec-11,18.7,100,N
12314,LEINSTER AERO,-27.8386,120.7031,Dec-94,Jan-24,28.8,99,Y
12315,WEST POINT SOUTH,-33.6575,120.4803,Jan-94,Dec-05,9.9,83,N
12316,SALMON GUMS WEST,-33.005,121.435,Jun-94,Mar-97,2.8,100,N
12317,BARRAMBIE,-27.5517,119.2275,Aug-95,Dec-00,5.2,95,N
12318,WALLING ROCK,-29.3494,120.4006,May-95,Sep-22,26.9,98,N
12320,SOUTHERN CROSS AIRFIELD,-31.2353,119.3564,Oct-96,Jan-24,27.3,100,Y
12321,YOUANMI,-28.6172,118.8289,Mar-96,Feb-04,6.3,79,N
12322,MOUNT WALTON EAST IWDF,-30.3803,120.1481,Aug-96,Mar-01,1.4,30,Y
13000,OLD CUNYU,-26.0242,120.1033,Jul-30,Dec-16,83.9,97,N
13001,EARAHEEDY,-25.5908,121.5853,Jan-46,Apr-00,52.6,97,N
13002,GLEN-AYLE,-25.2661,122.0433,Mar-50,Oct-23,73.5,100,N
13003,JIGALONG,-23.3594,120.7797,Jan-13,May-89,66.3,87,N
13004,MILLROSE,-26.1,120.9,Mar-29,Apr-43,14.2,100,N
13005,LORNA GLEN,-26.2253,121.5561,May-39,Dec-23,78.8,93,N
13006,MILLROSE,-26.4006,120.9539,Mar-29,Nov-23,91.1,96,N
13007,BALGO HILLS,-20.1417,127.9867,Jan-40,Feb-16,69,91,N
13008,RPF 477 MILE,-25,120.1,Jan-13,Jul-48,34.9,98,N
13009,RPF 495 MILE,-24.8,120.1,Aug-48,Dec-48,0.4,100,N
13010,RPF 510 MILE,-24.55,120.1,Jan-13,Jul-48,34.9,98,N
13011,WARBURTON AIRFIELD,-26.1317,126.5839,Nov-40,Jan-24,63.9,77,Y
13012,WILUNA,-26.5914,120.2258,Oct 1898,Dec-19,121.3,100,N
13013,RPF 561 MILE,-23.9,120.4,Jan-13,Apr-47,34.3,100,N
13014,CUNYU SHEARING SHED,-25.8181,120.1706,May-10,Mar-21,105.5,95,N
13015,CARNEGIE,-25.7964,122.9753,Nov-42,Jan-24,68.3,84,N
13016,BLACKSTONE RANGE,-26.1,128.2,Jun-55,Jan-57,1.7,100,N
13017,GILES METEOROLOGICAL OFFICE,-25.0341,128.301,Aug-56,Jan-24,67.5,100,Y
13018,WONGAWOL,-26.1208,121.9403,Feb-66,Jan-24,53.2,92,N
13019,WINDIDDA,-26.3867,122.21,May-67,Nov-92,18.2,71,N
13020,WELD SPRINGS,-25.0333,121.5667,Jan-68,Feb-72,4.2,100,N
13021,NEW SPRINGS,-25.8233,119.9981,Oct-68,Jan-83,5.3,37,N
13022,SUNDAY WELL,-25.1667,122.3,Mar-68,Dec-71,3.8,100,N
13023,BURRAMBAH,-23.85,120.5,May-23,May-26,2.4,78,N
13024,PRENTI DOWNS,-26.5172,122.8075,May-70,Jan-24,44,82,N
13025,MULAN,-20.1006,127.5958,Feb-70,Nov-05,11.5,32,N
13026,RUDALL RIVER,-22.5833,122.2667,Oct-71,Jan-74,0.9,39,N
13027,NGULUPI STATION,-20.5161,128.9361,Jan-73,Feb-93,17,84,N
13028,WALGUN,-23.2,120.7333,Nov-72,Mar-73,0.3,81,N
13029,BILLINNOOKA,-23.0333,120.9,Jan-60,Mar-74,14.2,99,N
13030,TELFER AERO,-21.7125,122.2281,Jan-74,Jan-24,49.8,99,Y
13031,JAMESON RANGE,-25.8594,127.6556,Apr-77,Sep-77,0.3,66,N
13032,GRANITE PEAK,-25.6361,121.3533,Nov-80,Jan-24,39.5,91,N
13033,YOWALGA,-26.5283,125.6144,Mar-83,Jun-83,0.3,99,N
13034,BARWIDGEE,-27.0336,120.9233,Jan-88,Apr-23,19.8,56,N
13035,DELITA STATION,-27.0336,122.4439,Jan-92,Nov-23,30.7,96,N
13036,JUNDEE,-26.3508,120.6408,Aug-92,Jan-06,13.5,100,N
13037,XMAS BORE (MILLROSE),-26.3353,120.7786,Jan-93,Dec-93,1,100,N
13038,CUNYU,-25.7069,120.3478,Jan-96,Apr-23,26.1,95,N
13039,PACKSADDLE FARM,-26.5994,120.3417,Oct-95,Nov-20,21.3,85,N
13040,TJUKAYIRLA,-27.1542,124.5747,Jul-94,Jan-24,25.3,86,N
13041,TJUKURLA,-24.3467,128.7189,May-04,Nov-07,0.7,19,N
13043,PARNNGURR,-22.8181,122.5956,Feb-04,Aug-13,1,10,N
13044,WILUNA AERO,-26.6273,120.2195,Nov-17,Jan-24,6.3,100,Y
14000,ADELAIDE RIVER RAILWAY,-13.2467,131.1117,Nov-26,Jan-71,30.9,70,N
14001,NGUIU,-11.765,130.6286,Jan-13,Dec-96,77.8,93,N
14002,BERRIMAH,-12.45,130.9667,Jan-48,Mar-67,18.5,96,N
14003,DARWIN PROFILER 050MHZ,-12.4444,130.9542,Mar-02,Jun-17,1.6,10,N
14005,BROCKS CREEK,-13.5,131.4,Nov 1897,Sep-49,43.8,84,N
14006,KESWICK POINT,-12.6628,130.5719,Sep-98,Mar-99,0.6,100,N
14007,BURRUNDIE RAILWAY STATION,-13.5333,131.7,Mar 1889,Jun-74,62.3,73,N
14008,CAPE DON,-11.3167,131.7667,Oct-17,Mar-90,72.4,100,N
14009,CHANNEL ISLAND,-12.5547,130.8677,Feb-32,Jan-18,41.7,48,N
14010,DUNDEE BEACH SCHOOL,-12.7511,130.3784,Jul-98,Jan-15,11.5,69,N
14011,MINJILANG,-11.1456,132.5688,Apr-47,Apr-06,49.9,84,N
14013,GERIATRIC PARK,-12.81,130.4576,Oct-97,Jan-24,25.5,97,N
14014,EARLY STORMS,-13.9242,131.235,Nov-97,Feb-09,5.3,46,N
14015,DARWIN AIRPORT,-12.4239,130.8925,Jan-41,Jan-24,83.1,100,Y
14016,DARWIN POST OFFICE,-12.46,130.84,Mar 1869,Mar-62,87.4,94,N
14017,DARWIN QUARANTINE STATION,-12.4867,130.9,Mar-34,Nov-83,37.1,74,N
14018,DARWIN LOCO WORKS,-12.4394,130.8419,Mar-01,Oct-77,65.3,85,N
14019,DARWIN NO 3 POWER STATION,-12.4333,130.85,Apr-47,Dec-52,5.7,98,N
14020,NIGHTCLIFF,-12.3858,130.8553,Nov-99,Aug-00,0.8,100,N
14021,BULEY ROCKHOLE,-13.1135,130.7973,Nov-99,Mar-23,17.4,74,N
14022,DARWIN RIVER RIDGE,-12.8136,130.9875,Mar-02,Dec-13,11.4,96,N
14025,RUM JUNGLE,-13.4833,131,Jan-57,Oct-72,15.6,98,N
14028,HUMPTY DOO STATION,-12.65,131.2833,Mar-41,Jan-82,33.2,81,N
14031,CHARLES POINT,-12.3895,130.6306,Jul-14,Jan-24,9.6,100,Y
14032,KOOLPINYAH,-12.389,131.1767,Jan-13,Jan-18,64.6,61,N
14035,MANTON DAM,-12.8381,131.1306,Feb-37,Oct-10,45.2,61,N
14038,BATCHELOR AREA SCHOOL,-13.0458,131.0342,Oct-00,Dec-06,3.3,53,N
14039,RANKIN POINT,-12.6836,130.5853,Jul-00,Oct-13,10.9,82,N
14040,DARWIN AIRPORT COMPARISON,-12.4227,130.8844,Aug-01,Jun-07,5.9,100,Y
14041,MIDDLE POINT,-12.605,131.2988,Aug-01,Jan-24,22.5,100,Y
14042,OENPELLI,-12.3236,133.0579,Sep-10,Apr-13,101.1,98,N
14046,NOONAMAH AWS,-12.6365,131.0714,Nov-08,Jun-13,4.7,100,Y
14047,MARRAKAI SPRINGS,-12.8001,131.4309,Mar-95,Nov-01,6.5,96,N
14048,LEADERS CREEK,-12.2242,131.0918,Jan-02,Oct-23,20.7,95,N
14049,DARWIN BOWLS CLUB,-12.4355,130.8374,Sep-02,Sep-21,13.1,69,N
14050,FORT HILL WHARF,-12.4706,130.8455,Nov-02,Jan-24,17,80,N
14052,ADELAIDE RIVER RIDGE,-13.3319,131.0529,Jul-02,Oct-04,2.3,100,N
14053,MARLOW LAGOON - FLOCKHART DVE,-12.4988,130.9633,Nov-02,Apr-06,3.3,93,N
14054,PELL AIRSTRIP STATION,-13.1248,131.1131,Nov-02,Dec-03,0.8,64,N
14055,UPPER ADELAIDE RIVER,-13.481,131.1172,Jan-03,Jan-24,20.2,96,N
14057,WOODCUTTER'S MINE,-12.9767,131.1147,Jan-03,Mar-05,2,89,N
14058,MAJESTIC ORCHIDS,-12.7809,130.9663,Feb-03,Dec-04,1.9,100,N
14059,FOELSCHE HEADLAND,-14.0829,131.8099,Oct-03,Jan-24,20.3,100,N
14060,MARRAKAI,-12.7,131.3,Nov-16,Mar-58,22,53,N
14061,BATCHELOR FARM,-13,131,Feb-12,Apr-28,7.2,44,N
14062,EDITH FALLS RIDGE,-14.1434,132.1925,Sep-03,Jan-24,18.6,91,N
14066,WALKERS CREEK,-13.05,130.75,Oct-49,Dec-56,6.2,85,N
14067,HUMPTY DOO CATTLE STATION,-12.65,131.2333,Feb-54,Nov-72,8.1,43,N
14068,EVA VALLEY,-13.1383,131.0017,Dec-54,Mar-74,10,52,N
14070,THE CHASE,-12.49,130.9881,Mar-04,May-19,14.2,93,N
14071,NORTHERN HERCULES,-13.5833,132.1333,Jan-55,May-56,1.3,94,N
14073,HAYES CREEK,-13.5835,131.4576,Jan-57,Aug-13,35.1,62,N
14074,MYILLY POINT,-12.4167,130.8,Jan-57,Mar-64,7.2,99,N
14078,SIXTY EIGHT MILE RICE FARM,-13.05,131.1333,Jan-59,Apr-61,0.6,25,N
14079,NOURLANGIE CREEK,-12.7625,132.6583,Jan-58,Mar-61,2.8,85,N
14080,NOONAMAH,-12.6367,131.0733,Oct-58,Mar-89,17.8,58,N
14084,MOLINE,-13.7,132.15,Jan-57,Dec-72,16,100,N
14086,BEATRICE HILL,-12.6495,131.3181,Jan 1884,Nov-17,45.7,34,N
14087,PICKERTARAMOOR,-11.7653,130.8881,Jan-64,Feb-95,23.9,77,N
14088,COPPERFIELD CREEK,-13.55,131.5,Jan-57,Sep-60,3.7,98,N
14090,MIDDLE POINT RANGERS,-12.5782,131.3145,May-57,Jan-24,56.8,85,N
14091,EL SHARANA,-13.525,132.5139,Sep-56,Apr-91,24.5,71,N
14092,ADELAIDE RIVER POST OFFICE,-13.2373,131.1042,May-56,Jan-24,58.2,86,N
14093,ADELAIDE RIVER RICE FARM,-13.25,131.1,May-57,Apr-58,1,100,N
14096,NORTH HERCULES GOLD MINES,-13.8167,131.8667,Jun-57,Aug-58,1.3,100,N
14099,HUMPTY DOO TERR. RICE BASE,-12.65,131.2833,Jan-58,Aug-60,2.7,100,N
14102,SIXTY MILE RICE FARM,-13.05,131.1333,May-57,Dec-62,3.9,69,N
14103,MILIKAPITI,-11.4258,130.6758,Sep-59,Feb-97,17.1,46,N
14104,GROVE HILL,-12.85,131.1333,Nov-57,Apr-58,0.5,100,N
14105,LEE POINT,-12.3333,130.8833,Nov-59,Apr-61,1.5,100,N
14106,HUMPTY DOO RICE MILL 18 MILE,-12.65,131.2833,Oct-58,Aug-61,2.9,100,N
14108,LITCHFIELD CREEK,-12.6,131.2333,Mar-57,Aug-61,3.3,72,N
14109,TORTILLA FLATS,-13.1,131.2333,Dec-58,Apr-74,11.8,77,N
14110,NA RAILWAY 22 MILE SITE,-12.5617,131.0717,Jan-61,Nov-74,13.2,95,N
14112,NIGHTCLIFF POOL,-12.3771,130.8484,Jan-62,Jan-24,36.8,59,N
14113,LAKE FINNISS FARM,-12.3559,131.4932,Nov-59,Dec-14,25.5,46,N
14116,BERRIMAH RESEARCH FARM,-12.4429,130.9325,Feb-63,Dec-22,48.8,81,N
14118,BLUE MUD BAY,-11.2167,131.8333,Jan-18,Dec-22,5,100,N
14121,BURNSIDE,-13.4667,131.4167,Dec-15,Oct-46,26.2,85,N
14122,COSMOPOLITAN GOLD MINE,-13.85,131.8,Apr-04,Apr-25,21.1,100,N
14123,POINT CHARLES LIGHTHOUSE,-12.4,130.6,Jan 1899,Nov-33,34.9,100,N
14124,STAPLETON,-13.1833,131,Jan-13,Apr-37,22.4,92,N
14127,TEMIRA,-12.45,130.8333,Oct-63,Sep-65,1.6,79,N
14129,BELYUEN,-12.538,130.6985,Jun 1883,Nov-02,29.3,25,N
14132,NIGHTCLIFF BAXTER,-12.3667,131.8667,Jan-62,Jan-64,1.4,68,N
14133,JIMMY CREEK,-12.5833,131.9167,Oct-63,Apr-64,0.6,100,N
14134,RUM JUNGLE WATER RES.,-13.15,131,Oct-61,Mar-63,1.5,100,N
14138,BATCHELOR POST OFFICE,-13.05,131.03,Jul-60,Dec-87,26.2,95,N
14141,PINELANDS,-12.4428,130.9556,Nov-04,May-19,13.8,95,N
14142,PIRLANGIMPI AIRPORT,-11.4021,130.4217,Nov-63,Jan-24,53.6,89,Y
14143,AWILLAWAY FLY CREEK,-12.8,131.049,Jan-05,Jan-24,18.8,98,N
14144,MARRARA,-12.3962,130.8789,Aug-05,Jan-24,17.7,95,N
14145,LAMBELL'S LAGOON,-12.5777,131.2535,Jul-78,Nov-17,39,99,N
14146,HUANDOT FARM,-12.9167,131.1667,Feb-63,Dec-71,8.9,100,N
14148,CAMP CREEK,-13.142,130.9314,Oct-05,Aug-11,5.9,100,N
14149,HOWARD SPRINGS NATURE PARK,-12.4558,131.0506,Oct-64,Jan-24,50.8,85,N
14150,LAKE DEAN,-12.7267,131.01,Oct-64,Mar-66,1.5,100,N
14151,MILTON SPRINGS,-13.2167,131,Jan-64,May-74,10.1,97,N
14153,BLACK POINT,-11.1538,132.143,Jan-65,Jun-22,55.9,97,N
14155,MICKET CREEK RIFLE CLUB,-12.4058,130.9413,Nov-05,Oct-07,2,100,N
14157,EDITH SPRINGS,-14.2225,131.9303,Dec-05,Mar-08,2.3,100,N
14158,ROSEBERY,-12.5045,130.9906,Feb-06,Feb-13,5.6,79,N
14159,MIDDLE POINT NAVY,-12.6102,131.2901,Oct-76,May-02,23.5,92,N
14160,HUMPTY DOO FIRE STATION,-12.5723,131.1006,Feb-06,Apr-19,8.9,67,N
14161,DARWIN REGIONAL OFFICE,-12.4667,130.8333,Mar-64,Dec-73,9.8,100,N
14162,COCONUT GROVE,-12.399,130.8508,Mar-64,Feb-04,37.3,93,N
14163,DARWIN BOTANIC GARDENS,-12.4395,130.8376,Jan 1884,Jan-24,66,47,N
14164,JINGILI,-12.3931,130.8714,Mar-67,Feb-94,8.2,30,N
14165,MUDGINBERRI,-12.5931,132.88,Oct-63,Feb-81,13.6,78,N
14166,DARWIN RACECOURSE,-12.4333,130.85,Dec-68,Jan-71,1.2,54,N
14167,STOKES HILL,-12.4648,130.8495,Jan-68,May-19,30.5,59,N
14168,MENELING,-13.0533,130.995,Jan-64,Dec-77,11.4,81,N
14169,COONAWARRA NAVY,-12.4333,130.905,Nov-67,Oct-98,17.4,56,N
14170,LARRAKEYAH,-12.4582,130.8283,Dec-67,Sep-14,36.8,79,N
14171,YARRAWONGA PARK,-12.4667,130.9833,Jan-68,Dec-73,6,100,N
14172,ELEVEN MILE RAAF,-12.4509,130.9575,Dec-67,Apr-04,35.5,97,N
14173,BAN BAN SPRINGS,-13.3792,131.5053,Aug-68,Oct-23,25.9,47,N
14174,YARRAMAN,-13.0167,130.95,Mar-66,Aug-90,9.3,38,N
14175,LEE POINT RAAF,-12.36,130.8883,Nov-59,Jul-94,21.8,63,N
14176,MUNMALARY,-12.4767,132.5,Oct-64,Jan-81,7.3,45,N
14177,MOUNT RINGWOOD,-13.1281,131.3738,Jun-68,Oct-10,20.2,48,N
14178,SHOVEL BILLABONG,-13.3,132.3028,Jun-68,Oct-68,0.4,100,N
14179,GOODPARLA,-13.4683,132.2733,Oct-68,Sep-87,7.5,39,N
14180,MURGANELLA,-11.5472,132.9255,Nov-66,Aug-03,29.3,79,N
14181,DOUGLAS,-13.6333,131.45,Jan-65,Mar-86,7,33,N
14182,WINNELLIE PARK,-12.4333,130.9,Nov-68,Jun-75,3.4,51,N
14183,DARWIN RIVER DAM,-12.8324,130.9713,Oct-68,Jan-24,53.5,97,N
14184,ADELAIDE RIVER 67 MILE,-13.1667,131.1,Oct-68,Mar-85,12.5,76,N
14185,FRANCES CREEK MINE,-13.6,131.85,Nov-68,Nov-74,5.8,96,N
14186,KAREELA FLATS,-12.5667,131.1,Jan-69,Jun-71,1.8,73,N
14187,GROSE ISLAND,-12.65,130.3667,Oct-69,Dec-71,2.3,100,N
14188,WANGI,-13.15,130.6333,Apr-69,Jan-71,1.3,73,N
14189,MOUNT BUNDY MINE,-12.8667,131.5833,Jan-68,Nov-71,3.9,100,N
14190,COOMALIE CREEK,-13.0283,131.1167,Jan-69,May-78,8.2,87,N
14192,GIRRAWEEN,-12.5337,131.0949,Nov-95,Nov-23,28.1,100,N
14194,MELVILLE ISLAND,-11.7667,130.6167,Nov-12,Dec-17,5,97,N
14195,ADELAIDE RIVER AASC,-13.3333,131.3333,Jan-44,Apr-46,2.3,100,N
14196,CHANNEL ISLAND LEPER HOSPITAL,-12.5,130.8833,Jan-36,Dec-37,2,100,N
14198,JABIRU AIRPORT,-12.6592,132.894,Jun-71,Jan-24,47.6,90,Y
14201,COX PENINSULA TRANSMITTER,-12.4124,130.6264,Nov-75,May-10,34.3,99,N
14202,BROOKINGS CREEK 17 MILE STORE,-12.5333,131.0383,Sep-77,Feb-79,1.5,100,N
14203,AMBROOKVILLE,-13.1333,131.35,Oct-08,May-09,0.7,100,N
14204,THE PINES,-13.7584,131.5739,Jan-71,Jan-22,46,90,N
14205,EMERALD SPRINGS,-13.6312,131.6307,Jun-81,Mar-13,10.3,32,N
14206,SOUTHPORT,-12.727,130.9475,Oct-06,May-22,14.6,93,N
14208,JABIRU COUNCIL,-12.6686,132.8358,Jan-83,Jan-24,27.3,66,N
14209,LAMBELL'S LAGOON,-12.5751,131.2671,Jan-83,Mar-05,18,81,N
14210,PALMERSTON (YARRAWONGA),-12.4721,130.9926,Jan-83,Dec-16,32.5,96,N
14212,ANNIE RIVER,-12.7708,130.7456,Nov-85,Jan-99,13.2,99,N
14213,GUNN POINT PRISON FARM,-12.2522,131.0428,Dec-82,Mar-96,12,90,N
14214,ANULA,-12.3933,130.8842,Dec-77,Sep-94,10.4,62,N
14215,BERRY SPRINGS RANGERS,-12.6997,131,Oct-71,Dec-16,28.5,63,N
14216,CASUARINA,-12.3622,130.8797,Dec-82,Dec-98,15.3,95,N
14217,DARWIN GOVERNMENT HOUSE,-12.47,130.8408,Sep-83,Apr-02,15.1,81,N
14218,PARAP,-12.4331,130.8409,Dec-68,May-02,29.8,89,N
14219,MCMINNS LAGOON,-12.5491,131.0794,Jan-76,Jan-24,44.7,93,N
14220,TIWI,-12.3633,130.875,Sep-83,Sep-86,3,97,N
14221,MONGREL DOWNS,-12.7546,130.8753,Jan-85,Apr-03,6.7,36,N
14222,ELIZABETH VALLEY,-12.6373,131.0762,Mar-86,Dec-22,36.8,100,N
14223,MILLAR,-12.5717,131.07,Mar-75,Jun-96,17.2,80,N
14224,WANDIE CREEK,-13.8062,132.197,Oct-83,Jan-24,28.5,71,N
14225,STRANGWAYS,-12.5583,131.15,Sep-82,Dec-97,13.3,87,N
14226,HUMPTY DOO COLLARD ROAD,-12.5764,131.0829,Jan-81,Jan-24,42.5,99,N
14227,KARAMA,-12.3885,130.9248,Apr-87,Sep-22,34.2,96,N
14228,CORONATION HILL,-13.59,132.6033,Jul-87,Apr-89,1.8,95,N
14230,KAPALGA  CSIRO,-12.6975,132.3681,Sep-87,May-95,5,65,N
14231,THE CORN PATCH,-13.7933,131.3467,Aug-87,Oct-87,0.3,100,N
14232,THE FRUITERIUM,-13.205,130.985,Oct-87,Sep-88,0.8,83,N
14233,BATCHELOR AERODROME,-13.0533,131.0267,Nov-87,Sep-99,11.6,97,N
14234,GOODALL MINE,-13.2167,131.375,Nov-87,Mar-92,3.7,83,N
14235,NORTHLAKES,-12.4019,130.8962,Nov-87,Dec-16,25,86,N
14237,MOUNT BUNDY STATION,-13.2287,131.1355,Sep-88,Jan-13,6.9,28,N
14238,WAGAIT BEACH,-12.4348,130.7486,Sep-88,Jan-24,35.3,99,N
14239,LABELLE DOWNS,-13.1102,130.4948,Jan-87,Jan-24,35.6,96,N
14240,LAKE BENNETT,-12.9612,131.1667,Feb-89,Feb-08,9.5,50,N
14241,DUM IN MIRRIE,-12.6369,130.3707,Oct-89,Mar-06,11.4,69,N
14242,SMITH POINT,-11.1233,132.1317,May-89,Aug-90,1.3,100,N
14243,AWILLAWAY,-12.8017,131.0617,Sep-89,Mar-90,0.6,100,N
14244,ACACIA HILLS,-12.7641,131.1598,Dec-89,Sep-13,17.6,74,N
14245,CAPE DON,-11.3081,131.7651,Sep-94,Jul-15,20.5,98,Y
14246,LEANYER,-12.3783,130.9056,Nov-89,Jan-24,34.3,100,N
14247,THE ROSE GARDENS,-12.75,131.4817,Nov-89,Jan-91,1.1,87,N
14248,TOMS GULLY GOLD MINE,-12.8372,131.5672,Nov-89,Jan-95,3.8,71,N
14249,SEVEN SPIRIT BAY,-11.2038,132.0527,Nov-91,Jul-12,12,58,N
14250,WOODROFFE,-12.5047,130.9747,Jan-90,Aug-96,5.3,80,N
14251,MARY RIVER RANGERS,-13.5548,132.2731,Jan-89,Oct-20,27.8,87,N
14252,AURORA KAKADU RESORT,-12.6759,132.4803,Nov-90,Mar-16,17.2,68,N
14253,CHANNEL POINT,-13.1672,130.1226,Nov-90,Jan-24,33.3,100,N
14254,POINT STUART,-12.2403,131.8785,Aug-94,Jan-24,22.8,77,Y
14255,THUNDER ROCK,-11.1597,132.1572,Sep-90,Mar-94,2.8,79,N
14256,COOINDA AIRSTRIP,-12.9038,132.5255,Dec-91,Jan-24,26.2,81,N
14257,CORROBOREE PARK,-12.7624,131.5007,Oct-92,Mar-05,4.5,36,N
14258,WILDMAN RANGERS,-12.6586,131.7125,Jun-83,Jul-94,6.6,59,N
14259,SHOAL BAY,-12.3601,130.9828,Nov-91,Apr-21,27.7,94,N
14260,EAST ARM,-12.4819,130.8978,Jan-92,Jan-24,17.3,54,N
14261,LUDMILLA,-12.4248,130.8527,Nov-91,Dec-13,18,81,N
14263,POINT STUART WILDERNESS LODGE,-12.5855,131.7601,Oct-57,Nov-23,37,56,N
14264,TERRITORY WILDLIFE PARK,-12.7121,130.9889,Nov-91,Jan-24,31.6,98,N
14265,CSIRO BERRIMAH,-12.4113,130.9222,Jan-92,Jan-24,29.5,92,N
14266,THORAK CEMETERY,-12.412,130.9668,Jan-92,Jan-24,30.4,95,N
14267,MANDORAH,-12.4471,130.7665,Nov-95,Nov-00,0.8,16,N
14268,PELL AIRSTRIP,-13.1381,131.1095,Jan-92,Oct-05,8.2,59,N
14269,HUMPTY DOO EVAN ROAD,-12.5446,131.1475,Apr-92,Nov-05,13.6,99,N
14270,NIGHTCLIFF SPORTS CLUB,-12.3833,130.85,Jan-67,Jan-14,32.2,68,N
14271,BORDER STORE,-12.4245,132.9634,Nov-94,May-06,9.3,80,N
14272,BATCHELOR AIRPORT,-13.0544,131.0252,Sep-94,Jan-24,28.8,98,Y
14274,MCCLUER ISLAND,-11.0468,132.9791,Jul-94,Jan-24,27.5,93,Y
